Target Name	IC50 (nM)	Target Source Organism According to Curator or DataSource	Ligand SMILES	Potency
Cathepsin D	109000.0	Homo sapiens	CC#CCOc1cnc(cn1)C(\F)=C\c1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C(C)(C)C(N)=N1	0
Cathepsin D	109250.0	Homo sapiens	NC1=N[C@@](CF)([C@H]2C[C@H]2O1)c1cc(NC(=O)c2ccc(Br)cn2)cc(F)c1F	0
Cathepsin D	110000.0	Homo sapiens	CN(C)C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ncc(s2)C#N)ccc1F	0
Cathepsin D	110000.0	Homo sapiens	C[C@]1(CS(=O)(=O)C2(CCC2)C(N)=N1)c1cc(\C=C(/F)c2cnc(OCC#C)cn2)ccc1F	0
Cathepsin D	111000.0	Homo sapiens	COc1cc(ncc1Cl)C(\F)=C\c1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)N(C)C(N)=N1	0
Cathepsin D	112000.0	Homo sapiens	CC1(C)C(N)=N[C@@](C)(CS1(=O)=O)c1cc(NC(=O)c2nn(cc2Cl)C(F)F)ccc1F	0
Cathepsin D	112910.0	Homo sapiens	CN(C)C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2cnc(cn2)C#C)ccc1F	0
Cathepsin D	113000.0	Homo sapiens	Cc1cc(cnc1C(=O)Nc1cc(F)c(F)c(c1)[C@@]1(CF)N=C(N)O[C@@H]2C[C@H]12)C(F)(F)F	0
Cathepsin D	113000.0	Homo sapiens	C[C@]1(C[C@H](OC(N)=N1)C(F)(F)F)c1cc(NC(=O)c2ncc(cc2Cl)C#N)cc(F)c1F	0
Cathepsin D	114000.0	Homo sapiens	NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c1cc(Oc2cc(ccn2)-c2ccccc2)ccc1F	0
Cathepsin D	115000.0	Homo sapiens	CC(C)[C@@H]1CN(CCO1)C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	115000.0	Homo sapiens	CC1(C)C(N)=N[C@@](C)(CS1(=O)=O)c1cc(\C=C(/F)c2ccc(Cl)cn2)ccc1F	0
Cathepsin D	115000.0	Homo sapiens	C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)C(=O)N1CC[C@H](F)C1)c1cc(\C=C(/F)c2cnc(OCC#C)cn2)cnc1F	0
Cathepsin D	115500.0	Homo sapiens	NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c1cc(NCc2nn(cc2Cl)C(F)F)ccc1F	0
Cathepsin D	116000.0	Homo sapiens	NC1=N[C@@](CF)([C@H]2C[C@H]2O1)c1cc(NC(=O)c2cnc(OCC#C)cn2)cc(F)c1F	0
Cathepsin D	116000.0	Homo sapiens	CNC(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2cnc(OCc3ncco3)cn2)ccc1F	0
Cathepsin D	116000.0	Homo sapiens	CN1C(N)=N[C@@](C)(CS1(=O)=O)c1cc(\C=C(/F)c2cc3ccccc3cn2)ccc1F	0
Cathepsin D	116710.0	Homo sapiens	CN1C(N)=N[C@@](C1=O)(c1ccccc1)c1ccc(OCCF)cc1	0
Cathepsin D	117000.0	Homo sapiens	NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c1cc(NC(=O)C2CC(=O)C2)ccc1F	0
Cathepsin D	117000.0	Homo sapiens	CC1(C)COCCN1C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	117000.0	Homo sapiens	CC1(C)C(N)=N[C@@](C)(CS1(=O)=O)c1cc(\C=C(/F)c2ncc(cc2Cl)C(F)(F)F)ccc1F	0
Cathepsin D	117500.0	Homo sapiens	NC1=N[C@]2(CN(C[C@H]2CS1)c1ncc(F)cn1)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	118000.0	Homo sapiens	C[C@]1(CS(=O)(=O)CC(N)=N1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F	0
Cathepsin D	119000.0	Homo sapiens	C[C@@]1(N=C(N)OCC1(F)F)c1cc(\C=C(/F)c2cnc(OCC#C)cn2)ccc1F	0
Cathepsin D	119000.0	Homo sapiens	CN1C(N)=N[C@@](C)(CS1(=O)=O)c1cc(\C=C(/F)c2ncc(cc2Cl)C#N)ccc1F	0
Cathepsin D	120000.0	Homo sapiens	COC(=O)[C@H]1CCCN1C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	120000.0	Homo sapiens	COC[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2cnc(OCC3CCC3)cn2)ccc1F	0
Cathepsin D	120000.0	Homo sapiens	NC1=N[C@]2(CO1)[C@@H]1COCC[C@H]1Oc1ccc(cc21)-c1cncc(Cl)c1	0
Cathepsin D	120100.0	Homo sapiens	COc1ccc(nc1)C(=O)Nc1ccc2Oc3c(F)nc(cc3C3(CCSC(N)=N3)c2c1)-c1cncc(F)c1	0
Cathepsin D	121000.0	Homo sapiens	NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c1cc(NCC2CCC2)ccc1F	0
Cathepsin D	121000.0	Homo sapiens	C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)S(C)(=O)=O)c1cc(\C=C(/F)c2cnc(Cl)cn2)ccc1F	0
Cathepsin D	121000.0	Homo sapiens	C[C@]1(CO[C@](C)(C(N)=N1)C(F)(F)F)c1nc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	121000.0	Homo sapiens	CN(C)C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2cnc(OCC3CC3(F)F)cn2)ccc1F	0
Cathepsin D	122000.0	Homo sapiens	CN1C(N)=N[C@@](C)(CS1(=O)=O)c1cc(\C=C(/F)c2ccc3OCCOc3n2)ccc1F	0
Cathepsin D	122000.0	Homo sapiens	Cc1cc(cnc1\C(F)=C\c1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C(C)(C)C(N)=N1)C#N	0
Cathepsin D	123500.0	Homo sapiens	NC1=N[C@@](CF)([C@H]2C[C@H]2O1)c1cc(NC(=O)c2cnc(OCC#C)cn2)ccc1Cl	0
Cathepsin D	124000.0	Homo sapiens	C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)C#N)c1cc(\C=C(/F)c2cnc(OCC#C)cn2)ccc1F	0
Cathepsin D	124000.0	Homo sapiens	Cc1noc(COc2cnc(cn2)C(\F)=C\c2ccc(F)c(c2)[C@]2(C)CS(=O)(=O)C(C)(C)C(N)=N2)n1	0
Cathepsin D	124600.0	Homo sapiens	C[C@H](Oc1cnc(cn1)C(\F)=C\c1ccc(F)c(c1)[C@@]1(C)N=C(N)[C@@]2(CF)CC[C@@H]1S2(=O)=O)C#C	0
Cathepsin D	124600.0	Homo sapiens	CN1C(N)=N[C@](C)(c2cc(\C=C(/F)c3cnc(OCC#C)cn3)ccc2F)C2(CC2)S1(=O)=O	0
Cathepsin D	124800.0	Homo sapiens	CC(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2cnc(OCC#C)cn2)ccc1F	0
Cathepsin D	125000.0	Homo sapiens	COc1ncc(\C=C(/F)c2ccc(cn2)C#N)cc1[C@@]1(C)N=C(N)S[C@]2(C[C@@H]12)C(=O)N1CC[C@@H](F)C1	0
Cathepsin D	125000.0	Homo sapiens	CC(=O)N1C[C@H]2CSC(N)=N[C@]2(C1)c1cc(\C=C(/F)c2cnc(OCC#C)cn2)ccc1F	0
Cathepsin D	127000.0	Homo sapiens	Cc1nc(F)c(cc1Br)[C@]1(C)CS(=O)(=O)C(C)(C)C(N)=N1	0
Cathepsin D	127610.0	Homo sapiens	NC1=N[C@](C(F)F)([C@@H]2C[C@@H]2O1)c1cc(Nc2ncc(F)c3cc(cnc23)C#N)cc(F)c1F	0
Cathepsin D	129000.0	Homo sapiens	NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c1cc(ccc1F)-c1cncc(c1)C#N	0
Cathepsin D	129400.0	Homo sapiens	CN1C(N)=N[C@](C)(c2cc(\C=C(/F)c3ccc(cn3)C#N)ccc2F)C2(CC2)S1(=O)=O	0
Cathepsin D	131000.0	Homo sapiens	C[C@]1(C[C@H](OC(N)=N1)C(F)(F)F)c1cc(NC(=O)c2ccc(cn2)C#N)cc(F)c1Cl	0
Cathepsin D	131200.0	Homo sapiens	C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)C(=O)N1CC[C@H](F)C1)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	131500.0	Homo sapiens	NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c1cc(N[C@@H]2CCc3cc(cnc23)C#N)ccc1F	0
Cathepsin D	131500.0	Homo sapiens	NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c1cc(N[C@H]2CCc3cc(cnc23)C#N)ccc1F	0
Cathepsin D	132000.0	Homo sapiens	NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(cn3)C#N)ccc1Oc1c(F)nc(cc21)C1=CCCOC1	0
Cathepsin D	132000.0	Homo sapiens	C[C@@H]1CCN1C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ccc(Cl)cn2)ccc1F	0
Cathepsin D	132000.0	Homo sapiens	Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c(c1)[C@]1(CF)CS(=O)(=O)C2(CC2)C(N)=N1	0
Cathepsin D	132800.0	Homo sapiens	C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)C(=O)N1[C@H]2COC[C@@H]1COC2)c1cc(\C=C(/F)c2cnc(OCC#C)cn2)cnc1F	0
Cathepsin D	133000.0	Homo sapiens	Cc1cc(Cl)cnc1C(=O)Nc1ccc2Oc3c(F)nc(cc3C3(CCSC(N)=N3)c2c1)C1=CCOCC1	0
Cathepsin D	133000.0	Homo sapiens	NC1=NC2(CCS1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c(F)nc(cc21)C1=CCOCC1	0
Cathepsin D	133000.1	Homo sapiens	CC1(C)C(N)=N[C@@](C)(CS1(=O)=O)c1cc(Nc2nccc3nc(cnc23)C(F)(F)F)ccc1F	0
Cathepsin D	133000.1	Homo sapiens	NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c1cc(Oc2cc(cc(Cl)n2)-c2ccccc2)ccc1F	0
Cathepsin D	133000.0	Homo sapiens	C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)C(=O)N1Cc2ccccc2C1)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	133000.0	Homo sapiens	C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)C(=O)N1CCC(F)(F)C1)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	133000.1	Homo sapiens	NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c1cc(Nc2ncc(F)c3cc(Cl)cnc23)ccc1F	0
Cathepsin D	133000.1	Homo sapiens	NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c1cc(Nc2ncc(F)c3cc(cnc23)C#CC2CC2)ccc1F	0
Cathepsin D	133000.1	Homo sapiens	C[C@@]1(N=C(N)[C@]2(CF)CC[C@@H]1S2(=O)=O)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	133000.0	Homo sapiens	COC(=O)[C@H]1C[C@](C)(N=C(N)S1)c1cc(\C=C(/F)c2ccc(Cl)cn2)ccc1F	0
Cathepsin D	133000.1	Homo sapiens	NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c1cc(ccc1F)-c1ccc2cc(F)ccc2n1	0
Cathepsin D	133000.1	Homo sapiens	NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c1cc(ccc1F)-c1ccc2ccc(F)cc2n1	0
Cathepsin D	133000.0	Homo sapiens	NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(cn3)C#N)ccc1Oc1c(F)nc(cc21)-c1cncc(F)c1	0
Cathepsin D	133000.1	Homo sapiens	NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c1cc(Nc2nccc3cc(Cl)cnc23)ccc1F	0
Cathepsin D	133500.0	Homo sapiens	COC[C@H](C)Oc1cnc(cn1)C(\F)=C\c1ccc(F)c(c1)[C@@]1(C)N=C(N)S[C@]2(C[C@@H]12)C(=O)N(C)C	0
Cathepsin D	134000.0	Homo sapiens	C[C@]1(CS(=O)(=O)CC(N)=N1)c1cc(Nc2nccc3cc(Cl)cnc23)ccc1F	0
Cathepsin D	134000.0	Homo sapiens	Cc1cc(cnc1C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CCC2)C(N)=N1)C#N	0
Cathepsin D	135000.0	Homo sapiens	C[C@@]1(N=C(N)[C@@]2(CF)CC[C@@H]1S2(=O)=O)c1cc(\C=C(/F)c2cnc(OCC(F)(F)F)cn2)ccc1F	0
Cathepsin D	135000.0	Homo sapiens	CNC(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2cnc(OCC#C)cn2)ccc1F	0
Cathepsin D	136000.0	Homo sapiens	CC1(C)C(N)=N[C@@](C)(CS1(=O)=O)c1cc(\C=C(/F)c2ncc(cc2Cl)C#N)ccc1F	0
Cathepsin D	137000.0	Homo sapiens	COC[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(NC(=O)c2cnc(OCC#C)cn2)cc(F)c1F	0
Cathepsin D	137000.0	Homo sapiens	CN1C(N)=N[C@@](C)(CS1(=O)=O)c1cc(\C=C(/F)c2ncc(cc2C)C#N)ccc1F	0
Cathepsin D	138000.0	Homo sapiens	CN(C)C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ccc(cn2)C#CC2CC2)ccc1F	0
Cathepsin D	138000.0	Homo sapiens	C[C@@H]1CN([C@H](C)CO1)C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	138000.0	Homo sapiens	Oc1ccc(\C=C\c2cc(O)cc(O)c2)cc1	0
Cathepsin D	139000.0	Homo sapiens	NC1=N[C@@]2(CO[C@@H](CF)[C@@H]2CS1)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	139000.0	Homo sapiens	NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c1nc(NC(=O)c2ccc(cn2)[N+]#[C-])ccc1F	0
Cathepsin D	139000.0	Homo sapiens	NC1=N[C@@](C(F)F)([C@H]2CC2O1)c1nc(NC(=O)c2ccc(cn2)[N+]#[C-])ccc1F	0
Cathepsin D	45.0	Homo sapiens	OC(=O)C(F)(F)F.CCC[C@@H](NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1)C(=O)Nc1cc(ccc1C)S(N)(=O)=O	2
Cathepsin D	45.0	Homo sapiens	OC(=O)C(F)(F)F.CCOC[C@@H](NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1)C(=O)Nc1cc(ccc1C)S(N)(=O)=O	2
Cathepsin D	45.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCCCC1)c1cc(cc(c1)C(C)(C)C)C(C)=O	2
Cathepsin D	45.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(cc2)-c2csnn2)cc1OC	2
Cathepsin D	45.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)N[C@@H](C)c2cccc(c2)-c2nnn[nH]2)cc1OC	2
Cathepsin D	45.0	Homo sapiens	CCOC[C@@H](NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1)C(=O)Nc1cc(ccc1C)S(N)(=O)=O	2
Cathepsin D	46.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(F)c(OC)c2)c(OC)c1	2
Cathepsin D	46.0	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CC(C)C)C(C)C)C(=O)Nc1ccn(C)n1	2
Cathepsin D	46.0	Homo sapiens	C[C@@H]1CC[C@]11C[C@H](NC[C@@H](O)[C@H](Cc2ccc(F)cc2)NC(C)=O)c2cc(CC(C)(C)C)cnc2O1	2
Cathepsin D	47.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(cc2)-c2nnc(O)o2)cc1OC	2
Cathepsin D	47.0	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CC(C)C)C(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)OC	2
Cathepsin D	47.0	Homo sapiens	COc1cc(cc(c1)C1(CCCCC1)NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)C(C)(C)C	2
Cathepsin D	47.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(C)c(C)c2)ccc1F	2
Cathepsin D	48.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCC(C)C)c(OC)c1	2
Cathepsin D	48.0	Homo sapiens	CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(C)=O)C(C)C	2
Cathepsin D	48.0	Homo sapiens	NS(=O)(=O)c1cccc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(Cl)cc2)c1	2
Cathepsin D	49.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(Cl)cc2F)ccc1F	2
Cathepsin D	49.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(cc2)S(N)(=O)=O)cc1OC	2
Cathepsin D	49.0	Homo sapiens	C[C@H](NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1ccc(C)c(C)c1)c1cccc(c1)-c1nnn[nH]1	2
Cathepsin D	50.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCc2ccc(F)c(OC)c2)cc1OC	2
Cathepsin D	50.0	Homo sapiens	CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(O)=O	2
Cathepsin D	50.0	Homo sapiens	COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C	2
Cathepsin D	50.0	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CC(C)C)C(C)C)C(=O)N[C@@H](C(C)C)C(O)=O	2
Cathepsin D	50.0	Homo sapiens	CC(C)[C@H](NC(=O)c1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC#C	2
Cathepsin D	50.0	Homo sapiens	CC(C)C[C@H](NC(=O)[C@H](CC#C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(N)=O	2
Cathepsin D	50.0	Homo sapiens	CC(C)C[C@H](NC(=O)[C@H](CC#N)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(N)=O	2
Cathepsin D	50.0	Homo sapiens	CCCCNC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC\C=C/CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(C)C	2
Cathepsin D	50.0	Homo sapiens	CC(C)C[C@H](NC(=O)[C@H](CCl)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(N)=O	2
Cathepsin D	51.0	Homo sapiens	OC(=O)C(F)(F)F.CN(C)S(=O)(=O)c1ccc(C)c(NC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2cccc(c2)C#N)c1	2
Cathepsin D	51.0	Homo sapiens	CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)c1ccccc1)N1CCCCC1	2
Cathepsin D	51.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(Cl)cc2)ccc1F	2
Cathepsin D	52.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(cc2)-n2cnnn2)ccc1F	2
Cathepsin D	53.0	Homo sapiens	OC(=O)C(F)(F)F.COc1ccc(CCC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)Nc2cc(ccc2C)S(=O)(=O)N(C)C)cc1OC	2
Cathepsin D	53.0	Homo sapiens	OC(=O)C(F)(F)F.CN(C)S(=O)(=O)c1ccc(C)c(NC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccccc2C(F)(F)F)c1	2
Cathepsin D	54.0	Homo sapiens	OC(=O)C(F)(F)F.CN(C)S(=O)(=O)c1ccc(C)c(NC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(cc2)C(F)(F)F)c1	2
Cathepsin D	54.0	Homo sapiens	CCc1ccc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@@H]3Cc4cccc(CCCCn5cc(cc(-c6ccccn6)c5=O)C(=O)N3)c4)c2c1	2
Cathepsin D	54.0	Homo sapiens	CCCN(CCC)C(=O)c1cc(cc(c1)-c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)c1cccc(OC)c1	2
Cathepsin D	54.0	Homo sapiens	CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(O)=O	2
Cathepsin D	55.0	Homo sapiens	CC(C)[C@@H]1NC(=O)C[C@H](O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)CCCCCCCCCCCNC1=O	2
Cathepsin D	55.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCCCC1)c1cc(I)cc(c1)C(C)(C)C	2
Cathepsin D	55.0	Homo sapiens	COc1cc(Br)c(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCC(C)C)cc1OC	2
Cathepsin D	56.0	Homo sapiens	CCCCNC(=O)[C@@H](NC(=O)[C@@H]1CC(=O)C[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C	2
Cathepsin D	56.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2cccc(c2)C#N)ccc1F	2
Cathepsin D	57.0	Homo sapiens	OC(=O)C(F)(F)F.CNS(=O)(=O)c1ccc(C)c(NC(=O)[C@H](NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)C2CCCCC2)c1	2
Cathepsin D	57.0	Homo sapiens	COc1ccc(CCC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(F)c(OC)c2)cc1OC	2
Cathepsin D	57.0	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)[C@@H](C)CC)C(=O)NCC(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC	2
Cathepsin D	57.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2c(F)cc(F)cc2F)ccc1F	2
Cathepsin D	57.0	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)[C@@H](C)CC)C(=O)NCC(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(O)=O	2
Cathepsin D	139000.0	Homo sapiens	C[C@]1(CO[C@@](C)(C(N)=N1)C(F)(F)F)c1cccc(NC(=O)c2ccc(Br)cn2)c1	0
Cathepsin D	140000.0	Homo sapiens	C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(ccc1O2)-c1cncc(Cl)c1	0
Cathepsin D	141000.0	Homo sapiens	CNC(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ccc(Br)cn2)ccc1F	0
Cathepsin D	141050.0	Homo sapiens	NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c1cc(Nc2ncnc3cc(Cl)cnc23)ccc1F	0
Cathepsin D	143000.0	Homo sapiens	NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c1cc(NC(=O)c2cnc(OCC#C)cn2)ccc1F	0
Cathepsin D	143000.0	Homo sapiens	C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)C(=O)N1CCC2(CCO2)C1)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	143000.0	Homo sapiens	NC1=N[C@@](CF)([C@@H]2C[C@@]2(S1)\C=C\C(=O)N1CCOCC1)c1cc(ccc1F)C#Cc1ncc(cn1)C#N	0
Cathepsin D	143000.0	Homo sapiens	CC1(C)C(N)=N[C@@](C)(CS1(=O)=O)c1cc(\C=C(/F)c2cnc(Cl)cn2)ccc1F	0
Cathepsin D	143900.0	Homo sapiens	C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)C(=O)NC1CCOCC1)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	144000.0	Homo sapiens	COC[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2cnc(OCc3cc(C)on3)cn2)ccc1F	0
Cathepsin D	144600.0	Homo sapiens	C[C@@]1(N=C(N)[C@]2(CF)CC[C@@H]1S2(=O)=O)c1cc(\C=C(/F)c2cnc(OCC#C)cn2)ccc1F	0
